,Word,Count,POS,Definition
146105,Speech,6,"""n.""","""The faculty of uttering articulate sounds or words; the faculty of expressing thoughts by words or articulate sounds; the power of speaking."""
146123,Speed,5,"""n.""","""Prosperity in an undertaking; favorable issue; success."""
146127,Speeded,7,"""""","""of Speed"""
146139,Speeder,7,"""n.""","""One who  or that which speeds."""
146147,Speedy,6,"""superl.""","""Not dilatory or slow; quick; swift; nimble; hasty; rapid in motion or performance; as  a speedy flight; on speedy foot."""
146148,Speer,5,"""n.""","""A sphere."""
146150,Speet,5,"""v. t.""","""To stab."""
146151,Speight,7,"""n.""","""A woodpecker; -- called also specht  spekt spight."""
146152,Speir,5,"""v. i.""","""To ask. See Spere."""
146154,Speiss,6,"""n.""","""A regulus consisting essentially of nickel  obtained as a residue in fusing cobalt and nickel ores with silica and sodium carbonate to make smalt."""
146156,Speke,5,"""v. i. & t.""","""To speak."""
146160,Spelk,5,"""n.""","""A small stick or rod used as a spike in thatching; a splinter."""
146161,Spell,5,"""n.""","""A spelk  or splinter."""
146162,Spelled,7,"""imp. & p. p.""","""of Spell"""
146172,Spelt,5,"""""","""of Spell"""
146183,Speller,7,"""n.""","""One who spells."""
146194,Spelter,7,"""n.""","""Zinc; -- especially so called in commerce and arts."""
146195,Spelunc,7,"""n.""","""A cavern; a cave."""
146196,Spence,6,"""n.""","""A place where provisions are kept; a buttery; a larder; a pantry."""
146198,Spencer,7,"""n.""","""One who has the care of the spence  or buttery."""
146201,Spent,5,"""imp. & p. p.""","""of Spend"""
146203,Spend,5,"""v. t.""","""To weigh or lay out; to dispose of; to part with; as  to spend money for clothing."""
146212,Spender,7,"""n.""","""One who spends; esp.  one who spends lavishly; a prodigal; a spendthrift."""
146220,Sper,4,"""v. t.""","""Alt. of Sperre"""
146221,Sperre,6,"""v. t.""","""To shut in; to support; to inclose; to fasten."""
146224,Sperage,7,"""n.""","""Asperagus."""
146225,Sperate,7,"""a.""","""Hoped for  or to be hoped for."""
146226,Spere,5,"""v. i.""","""To search; to pry; to ask; to inquire."""
146228,Sperge,6,"""n.""","""A charge of wash for the still."""
146231,Sperm,5,"""n.""","""The male fecundating fluid; semen. See Semen."""
146268,Spermic,7,"""a.""","""Of or pertaining to sperm  or semen."""
146288,Sperse,6,"""v. t.""","""To disperse."""
146290,Spet,4,"""v. t.""","""To spit; to throw out."""
146293,Spewed,6,"""imp. & p. p.""","""of Spew"""
146294,Spewing,7,"""p. pr.& vb. n.""","""of Spew"""
146295,Spew,4,"""v. t.""","""To eject from the stomach; to vomit."""
146300,Spewer,6,"""n.""","""One who spews."""
146302,Spewy,5,"""a.""","""Wet; soggy; inclined to spew."""
146303,Sphacel,7,"""n.""","""Gangrene."""
146321,Sphene,6,"""n.""","""A mineral found usually in thin  wedge-shaped crystals of a yellow or green to black color. It is a silicate of titanium and calcium; titanite."""
146342,Spheral,7,"""a.""","""Of or pertaining to a sphere or the spheres."""
146344,Sphere,6,"""n.""","""A body or space contained under a single surface  which in every part is equally distant from a point within called its center."""
146352,Sphered,7,"""imp. & p. p.""","""of Sphere"""
146357,Spheric,7,"""a.""","""Having the form of a sphere; like a sphere; globular; orbicular; as  a spherical body."""
146380,Sphery,6,"""a.""","""Round; spherical; starlike."""
146382,Sphex,5,"""n.""","""Any one of numerous species of sand wasps of the genus Sphex and allied genera. These wasps have the abdomen attached to the thorax by a slender pedicel. See Illust. of Sand wasp  under Sand."""
146388,Sphinx,6,"""n.""","""In Egyptian art  an image of granite or porphyry having a human head or the head of a ram or of a hawk upon the wingless body of a lion."""
146404,Spial,5,"""n.""","""A spy; a scout."""
146405,Spicae,6,"""pl. ""","""of Spica"""
146406,Spica,5,"""n.""","""A kind of bandage passing  by successive turns and crosses from an extremity to the trunk; -- so called from its resemblance to a spike of a barley."""
146408,Spicate,7,"""a.""","""Alt. of Spicated"""
146411,Spice,5,"""n.""","""Species; kind."""
146414,Spiced,6,"""imp. & p. p.""","""of Spice"""
146415,Spicing,7,"""p. p. & vb. n.""","""of Spice"""
146421,Spicer,6,"""n.""","""One who seasons with spice."""
146423,Spicery,7,"""n.""","""Spices  in general."""
146428,Spicily,7,"""adv.""","""In a spicy manner."""
146430,Spick,5,"""n.""","""A spike or nail."""
146432,Spicose,7,"""a.""","""Having spikes  or ears like corn spikes."""
146434,Spicous,7,"""a.""","""See Spicose."""
146436,Spicula,7,"""n.""","""A little spike; a spikelet."""
146442,Spicule,7,"""n.""","""A minute  slender granule or point."""
146450,Spicy,5,"""superl.""","""Flavored with  or containing spice or spices; fragrant; aromatic; as spicy breezes."""
146453,Spider,6,"""n.""","""Any one of numerous species of arachnids comprising the order Araneina. Spiders have the mandibles converted into poison fangs  or falcers. The abdomen is large and not segmented with two or three pairs of spinnerets near the end by means of which they spin threads of silk to form cocoons or nests to protect their eggs and young. Many species spin also complex webs to entrap the insects upon which they prey. The eyes are usually eight in number (rarely six) and are situated on the back of the cephalothorax. See Illust. under Araneina."""
146463,Spied,5,"""""","""imp. & p. p. of Spy."""
146466,Spight,6,"""n. & v.""","""Spite."""
146468,Spignel,7,"""n.""","""Same as Spickenel."""
146469,Spignet,7,"""n.""","""An aromatic plant of America. See Spikenard."""
146470,Spigot,6,"""n.""","""A pin or peg used to stop the vent in a cask; also  the plug of a faucet or cock."""
146472,Spike,5,"""n.""","""A sort of very large nail; also  a piece of pointed iron set with points upward or outward."""
146476,Spiked,6,"""imp. & p. p.""","""of Spike"""
146477,Spiking,7,"""p. pr. & vb. n.""","""of Spike"""
146491,Spiky,5,"""a.""","""Like a spike; spikelike."""
146493,Spile,5,"""n.""","""A small plug or wooden pin  used to stop a vent as in a cask."""
146500,Spill,5,"""n.""","""A bit of wood split off; a splinter."""
146507,Spilt,5,"""imp. & p. p.""","""of Spill"""
146510,Spilled,7,"""imp. & p. p.""","""of Spill"""
146520,Spiller,7,"""n.""","""One who  or that which spills."""
146527,Spilter,7,"""n.""","""Any one of the small branches on a stag's head."""
146528,Spilth,6,"""n.""","""Anything spilt  or freely poured out; slop; effusion."""
146529,Spun,4,"""imp. & p. p.""","""of Spin"""
146532,Spin,4,"""v. t.""","""To draw out  and twist into threads either by the hand or machinery; as to spin wool cotton or flax; to spin goat's hair; to produce by drawing out and twisting a fibrous material."""
146546,Spinach,7,"""n.""","""Alt. of Spinage"""
146547,Spinage,7,"""n.""","""A common pot herb (Spinacia oleracea) belonging to the Goosefoot family."""
146548,Spinal,6,"""a.""","""Of  pertaining to or in the region of the backbone or vertebral column; rachidian; vertebral."""
146550,Spinate,7,"""a.""","""Bearing a spine; spiniform."""
146551,Spindle,7,"""n.""","""The long  round slender rod or pin in spinning wheels by which the thread is twisted and on which when twisted it is wound; also the pin on which the bobbin is held in a spinning machine or in the shuttle of a loom."""
146574,Spine,5,"""n.""","""A sharp appendage to any of a plant; a thorn."""
146581,Spined,6,"""a.""","""Furnished with spines; spiny."""
146583,Spinel,6,"""n.""","""Alt. of Spinelle"""
146588,Spinet,6,"""n.""","""A keyed instrument of music resembling a harpsichord  but smaller with one string of brass or steel wire to each note sounded by means of leather or quill plectrums or jacks. It was formerly much used."""
146600,Spink,5,"""n.""","""The chaffinch."""
146602,Spinner,7,"""n.""","""One who  or that which spins one skilled in spinning; a spinning machine."""
146609,Spinney,7,"""n.""","""Same as Spinny."""
146612,Spinny,6,"""n.""","""A small thicket or grove with undergrowth; a clump of trees."""
146614,Spinose,7,"""a.""","""Full of spines; armed with thorns; thorny."""
146616,Spinous,7,"""a.""","""Spinose; thorny."""
146626,Spinule,7,"""n.""","""A minute spine."""
146630,Spiny,5,"""a.""","""Full of spines; thorny; as  a spiny tree."""
146634,Spiodea,7,"""n. pl.""","""An extensive division of marine Annelida  including those that are without oral tentacles or cirri and have the gills when present mostly arranged along the sides of the body. They generally live in burrows or tubes."""
146641,Spiraea,7,"""n.""","""A genus of shrubs or perennial herbs including the meadowsweet and the hardhack."""
146643,Spiral,6,"""a.""","""Winding or circling round a center or pole and gradually receding from it; as  the spiral curve of a watch spring."""
146651,Spirant,7,"""n.""","""A term used differently by different authorities; -- by some as equivalent to fricative  -- that is as including all the continuous consonants except the nasals m n ng; with the further exception by others of the liquids r l and the semivowels w y; by others limited to f v"
146654,Spire,5,"""v. i.""","""To breathe."""
146659,Spired,6,"""imp. & p. p.""","""of Spire"""
146660,Spiring,7,"""p. pr. & vb. n.""","""of Spire"""
146669,Spirit,6,"""n.""","""Air set in motion by breathing; breath; hence  sometimes life itself."""
146748,Spirt,5,"""v. & n.""","""Same as Spurt."""
146749,Spirtle,7,"""v. t.""","""To spirt in a scattering manner."""
146750,Spirula,7,"""n.""","""A genus of cephalopods having a multilocular  internal siphunculated shell in the form of a flat spiral the coils of which are not in contact."""
146752,Spiry,5,"""a.""","""Of a spiral form; wreathed; curled; serpentine."""
146754,Spiss,5,"""a.""","""Thick; crowded; compact; dense."""
146757,Spit,4,"""n.""","""A long  slender pointed rod usually of iron for holding meat while roasting."""
146760,Spitted,7,"""imp. & p. p.""","""of Spit"""
146773,Spital,6,"""n.""","""A hospital."""
146776,Spitbox,7,"""n.""","""A vessel to receive spittle."""
146781,Spite,5,"""n.""","""Ill-will or hatred toward another  accompanied with the disposition to irritate annoy or thwart; petty malice; grudge; rancor; despite."""
146783,Spited,6,"""imp. & p. p.""","""of Spite"""
146784,Spiting,7,"""p. pr. & vb. n.""","""of Spite"""
146791,Spitful,7,"""n.""","""A spadeful."""
146792,Spitous,7,"""a.""","""Having spite; spiteful."""
146798,Spitter,7,"""n.""","""One who ejects saliva from the mouth."""
146801,Spittle,7,"""n.""","""See Spital."""
146805,Spittly,7,"""a.""","""Like spittle; slimy."""
146821,Splash,6,"""v. t.""","""To strike and dash about  as water mud etc.; to plash."""
146830,Splashy,7,"""a.""","""Full of dirty water; wet and muddy  so as be easily splashed about; slushy."""
146833,Splay,5,"""v. t.""","""To display; to spread."""
146846,Spleen,6,"""n.""","""A peculiar glandlike but ductless organ found near the stomach or intestine of most vertebrates and connected with the vascular system; the milt. Its exact function in not known."""
146859,Spleeny,7,"""a.""","""Irritable; peevish; fretful."""
146861,Spleget,7,"""n.""","""A cloth dipped in a liquid for washing a sore."""
146887,Splenic,7,"""a.""","""Of or pertaining to the spleen; lienal; as  the splenic vein."""
146901,Splent,6,"""n.""","""See Splent."""
146904,Spliced,7,"""imp. & p. p.""","""of Splice"""
146906,Splice,6,"""v. t.""","""To unite  as two ropes or parts of a rope by a particular manner of interweaving the strands -- the union being between two ends or between an end and the body of a rope."""
146910,Spline,6,"""n.""","""A rectangular piece fitting grooves like key seats in a hub and a shaft  so that while the one may slide endwise on the other both must revolve together; a feather; also sometimes a groove to receive such a rectangular piece."""
146913,Splint,6,"""v. t.""","""A piece split off; a splinter."""
146931,Split,5,"""imp. & p. p.""","""of Split"""
146958,Splotch,7,"""n.""","""A spot; a stain; a daub."""
146960,Splurge,7,"""n.""","""A blustering demonstration  or great effort; a great display."""
146971,Spoiled,7,"""imp. & p. p.""","""of Spoil"""
146972,Spoilt,6,"""""","""of Spoil"""
146974,Spoil,5,"""v. t.""","""To plunder; to strip by violence; to pillage; to rob; -- with of before the name of the thing taken; as  to spoil one of his goods or possession."""
146987,Spoiler,7,"""n.""","""One who spoils; a plunderer; a pillager; a robber; a despoiler."""
146999,Spoked,6,"""imp. & p. p.""","""of Spoke"""
147000,Spoking,7,"""p. pr. & vb. n.""","""of Spoke"""
147021,Spondee,7,"""n.""","""A poetic foot of two long syllables  as in the Latin word leges."""
147023,Spondyl,7,"""n.""","""Alt. of Spondyle"""
147025,Spong,5,"""n.""","""An irregular  narrow projecting part of a field."""
147026,Sponge,6,"""n.""","""Any one of numerous species of Spongiae  or Porifera. See Illust. and Note under Spongiae."""
147035,Sponged,7,"""imp. & p. p.""","""of Sponge"""
147046,Sponger,7,"""n.""","""One who sponges  or uses a sponge."""
147053,Spongin,7,"""n.""","""The chemical basis of sponge tissue  a nitrogenous hornlike substance which on decomposition with sulphuric acid yields leucin and glycocoll."""
147064,Spongy,6,"""a.""","""Soft  and full of cavities; of an open loose pliable texture; as a spongy excrescence; spongy earth; spongy cake; spongy bones."""
147067,Sponk,5,"""n.""","""See Spunk."""
147068,Sponsal,7,"""a.""","""Relating to marriage  or to a spouse; spousal."""
147073,Sponson,7,"""n.""","""One of the triangular platforms in front of  and abaft the paddle boxes of a steamboat."""
147076,Sponsor,7,"""n.""","""One who binds himself to answer for another  and is responsible for his default; a surety."""
147088,Spook,5,"""n.""","""A spirit; a ghost; an apparition; a hobgoblin."""
147090,Spool,5,"""n.""","""A piece of cane or red with a knot at each end  or a hollow cylinder of wood with a ridge at each end used to wind thread or yarn upon."""
147091,Spooled,7,"""imp. & p. p.""","""of Spool"""
147094,Spooler,7,"""n.""","""One who  or that which spools."""
147095,Spoom,5,"""v. i.""","""To be driven steadily and swiftly  as before a strong wind; to be driven before the wind without any sail or with only a part of the sails spread; to scud under bare poles."""
147096,Spoon,5,"""v. i.""","""See Spoom."""
147108,Spooney,7,"""a.""","""Weak-minded; demonstratively fond; as  spooney lovers."""
